id;titulo;fecha_publicación;num_páginas ;ranking;language_code;ratings_count;text_reviews_count;publisher
5429;The Gilgamesh Epic and Old Testament Parallels;9/15/1963;280;3.95;eng;58;8;Phoenix Books/University of Chicago Press (IL)
5430;Ghost Story;09/01/1989;567;3.95;eng;61330;1520;Pocket Books / Simon & Schuster  Inc.
5431;The Deltoid Pumpkin Seed;09/01/1992;192;3.95;eng;380;18;Farrar  Straus and Giroux
5432;One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3);04/01/1999;182;3.95;eng;452;1;Berkley Publishing Group
5433;A Drink Before the War (Kenzie & Gennaro  #1);9/15/2003;282;3.95;eng;29089;1523;Mariner Books
5434;The Sheik & the Princess Bride (Desert Rogues  #8);10/25/2004;256;3.95;eng;506;22;Silhouette Special Edition
5435;The Invisibles  Volume 1: Say You Want a Revolution;06/01/1996;224;3.95;eng;8822;372;DC Comics
5436;The Responsibility of Forms: Critical Essays on Music  Art  and Representation;02/07/1991;320;3.95;eng;93;3;University of California Press
5437;Bargaining for Advantage: Negotiation Strategies for Reasonable People;06/01/2000;304;3.95;eng;37;1;Penguin Books
5438;The Dance of the Dissident Daughter;8/20/2002;256;3.95;eng;5645;603;HarperOne
5439;Clay's Quilt;2/26/2002;320;3.95;eng;2685;235;Ballantine Books
5440;Shout Out Loud! 2;08/01/2006;194;3.95;eng;91;2;Blu
5441;Dead Of Winter (Louis Kincaid  #2);01/01/2001;416;3.95;eng;773;86;Pinnacle
5442;The House of Life: Rachel Carson at Work;10/18/1989;350;3.95;eng;10;1;Mariner Books
5443;Jackie After Jack: Portrait of the Lady;03/01/1999;592;3.95;eng;373;27;Grand Central Publishing
5444;Cults in Our Midst: The Continuing Fight Against Their Hidden Menace;04/11/2003;432;3.95;eng;196;25;Jossey-Bass
5445;How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook;02/01/2006;403;3.95;eng;120;16;Skylight Paths Publishing
5446;Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment;01/05/2004;336;3.95;eng;8515;331;Atria Books
5447;The Magicians' Guild (Black Magician Trilogy  #1);1/31/2004;467;3.95;eng;56333;1565;Orbit
5448;The Magicians' Guild (Black Magician Trilogy  #1);10/24/2001;517;3.95;eng;194;16;Voyager
5449;Finding and Exploring Your Spiritual Path: An Exploration of the Pleasures and Perils of Seeking Personal Enlightenment;5/15/1989;0;3.95;eng;21;1;Macmillan Audio
5450;You Remind Me of You: A Poetry Memoir;02/01/2002;128;3.95;eng;993;106;Push
5451;Demon Diary  Volume 01;05/06/2003;192;3.95;eng;4685;78;TokyoPop
5452;The Eternal Champion (Eternal Champion  #1);02/01/1996;484;3.95;eng;2524;40;White Wolf Games Studio
5453;Cast a Yellow Shadow (Mac McCorkle  #2);02/01/1987;272;3.95;eng;206;17;Mysterious Press
5454;The Altman Code (Covert-One  #4);9/30/2005;0;3.95;eng;5;1;Audio Renaissance
5455;The Key to Midnight;06/01/1995;419;3.95;eng;24594;239;Berkley Books
5456;The Door to December;06/01/2002;518;3.95;eng;32385;581;Berkley Books
5457;The Sons;08/05/1989;167;3.95;eng;529;37;Schocken
5458;Paradiso (The Divine Comedy  #3);7/30/1962;400;3.95;eng;11566;222;Penguin Classics
5459;Perfect Match;05/01/2002;368;3.95;eng;213;33;Atria Books
5460;Underworld: The Mysterious Origins of Civilization;10/28/2003;784;3.95;eng;1112;70;Three Rivers Press
5461;The Naked Ape: A Zoologist's Study of the Human Animal;4/13/1999;256;3.95;eng;6724;325;Delta
5462;A Short History of World War I;02/01/1981;352;3.95;eng;353;43;William Morrow Paperbacks
5463;What Dreams May Come;01/01/2004;288;3.95;eng;9298;830;Tor Books
5464;How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript;02/12/2004;288;3.95;eng;323;63;St. Martin's Press
5465;Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals;11/01/1999;194;3.95;eng;12;3;Dutton Adult
5466;The Deming Management Method;10/01/1992;254;3.95;eng;192;11;Management Books 2000
5467;Remember When (Foster Saga  #1);4/25/2006;418;3.95;eng;10632;252;Pocket Books
5468;Star by Star (Star Wars: The New Jedi Order  #9);10/03/2002;605;3.95;eng;7740;108;Arrow
5469;The Risk of Darkness (Simon Serrailler  #3);07/01/2006;320;3.95;eng;3060;264;Chatto & Windus
5470;The Big Box;09/01/2002;48;3.95;eng;390;98;Little  Brown Books for Young Readers
5471;Them: Adventures with Extremists;02/08/2002;328;3.95;eng;1103;96;Pan Macmillan Ltd. (London)
5472;Lithium for Medea;03/05/2002;362;3.95;eng;344;33;Seven Stories Press
5473;The Art of Happiness at Work;8/15/2005;224;3.95;eng;1615;95;Hodder Mobius
5474;Writing the Novel: From Plot to Print;10/28/2002;197;3.95;eng;347;36;Writer's Digest Books
5475;Murder Unleashed (Jack and Jamie #2);01/01/2004;304;3.95;eng;61;10;Avon Books
5476;Star Trek Voyager Companion;05/01/2003;482;3.95;eng;162;9;Pocket Books
5477;The Basketball Diaries;04/01/1995;224;3.95;eng;308;19;Penguin Books
5478;Street of the Five Moons (Vicky Bliss  #2);03/07/2000;376;3.95;eng;3654;148;Avon
5479;The Shockwave Rider;03/01/1995;288;3.95;eng;2945;125;Del Rey
5480;The Sheep Look Up;05/11/2003;388;3.95;eng;3568;284;BenBella Books
5481;Small Island;04/01/2005;441;3.95;eng;21165;1145;Picador USA
5482;Fantastic Mr Fox and Other Animal Stories;11/25/2004;4;3.95;eng;25;1;Puffin
5483;Life is Elsewhere;7/25/2000;432;3.95;eng;10129;306;Harper Perennial
5484;Bedlam's Bard (Bedlam Bard  #1-2);6/30/2006;617;3.95;eng;3016;30;Baen Books
5485;The Scold's Bridle;10/15/1995;384;3.95;eng;7019;113;St. Martin's Press
5486;Respiración artificial;03/01/2008;218;3.96;spa;1279;77;Anagrama
5487;Carrie (Biblioteca de Stephen King. 102  8);09/04/2001;288;3.96;spa;67;3;Plaza y Janes
5488;Carrie;4/30/2005;254;3.96;spa;28;9;Debolsillo
5489;Sahara (Dirk Pitt  #11);01/11/2005;400;3.96;spa;51807;724;Debolsillo
5490;O Trono de Prata (As Crónicas de Nárnia  #6);4/16/2004;168;3.96;por;141;10;Editorial Presença
5491;Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2);02/01/2002;238;3.96;ger;11;3;Nymphenburger
5492;Beef;04/01/2000;383;3.96;ger;2;0;Piper
5493;Familienalbum;01/01/2002;507;3.96;ger;2;0;Heyne
5494;V.;08/01/1994;544;3.96;ger;46;4;Rowohlt
5495;V.;01/02/2001;640;3.96;fre;15174;561;Contemporary French Fiction
5496;Les jeux sont faits;02/01/1996;165;3.96;fre;1951;77;Gallimard Education
5497;Mon épouse américaine;4/19/2001;445;3.96;fre;3;0;Pocket
5498;Le Premier homme;02/11/2000;384;3.96;fre;293;18;Gallimard
5499;Dans les coulisses du musée;9/23/1998;410;3.96;fre;45;4;Le Livre de Poche
5500;Les Saveurs de la vie;6/19/2003;893;3.96;fre;6;1;Pocket
5501;Montaillou  village occitan de 1294 à 1324;6/31/1982;640;3.96;fre;15;2;Folio histoire
5502;The Art of Nonfiction: A Guide for Writers and Readers;02/01/2001;192;3.96;eng;429;39;New American Library
5503;Emergence: The Connected Lives of Ants  Brains  Cities  and Software;09/10/2002;288;3.96;eng;2769;200;Scribner
5504;Behind Closed Doors: Secrets of Great Management;9/26/2005;176;3.96;eng;840;63;Pragmatic Bookshelf
5505;Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam;09/02/2000;344;3.96;eng;4820;524;Picador USA
5506;Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways;3/31/2006;964;3.96;eng;448;21;Rick Steves
5507;Ivanhoe;10/07/2004;56;3.96;eng;178;22;Chronicle Books
5508;The Laughing Jesus: Religious Lies and Gnostic Wisdom;6/27/2006;276;3.96;eng;346;31;Harmony
5509;Let the Hurricane Roar;10/01/1985;118;3.96;eng;192;32;HarperTrophy
5510;Enquiry;07/06/2004;272;3.96;eng;96;4;G.P. Putnam's Sons
5511;By-Line: Selected Articles and Dispatches of Four Decades;05/12/1998;512;3.96;eng;421;33;Scribner
5512;The Gonzo Way: A Celebration of Dr. Hunter S. Thompson;07/01/2007;112;3.96;eng;1052;36;Fulcrum Publishing
5513;On Democracy & Education (Social Theory  Education & Cultural Change);11/22/2002;480;3.96;eng;84;5;Routledge Falmer
5514;Skin Tight (Mick Stranahan  #1);04/12/2005;420;3.96;eng;14475;571;Warner Books (NY)
5515;Flight of the Nighthawks (The Darkwar Saga  #1);04/11/2006;368;3.96;eng;9698;110;Harper Voyager
5516;President Nixon: Alone in the White House;10/10/2002;704;3.96;eng;391;23;Simon  Schuster
5517;Black Beauty;10/01/2004;208;3.96;eng;738;74;Sterling
5518;Violet Makes A Splash (Sister Magic);07/01/2007;112;3.96;eng;120;5;Scholastic Paperbacks
5519;Dark Star Safari: Overland from Cairo to Cape Town;3/23/2003;472;3.96;eng;121;20;Houghton Mifflin
5520;William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews;12/27/2000;192;3.96;eng;4;0;Columbia University Press
5521;Sahara (Dirk Pitt  #11);03/01/1995;576;3.96;eng;528;34;Pocket Books
5522;In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1);6/16/2003;256;3.96;eng;720;69;Starscape
5523;Wicked Ties (Wicked Lovers  #1);01/02/2007;341;3.96;eng;22055;1141;Berkley Heat
5524;The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy;07/09/2002;80;3.96;eng;155;7;Seven Stories Press
5525;Betrayal (Chasing Yesterday  #2);07/01/2007;209;3.96;eng;1435;101;Scholastic Paperbacks
5526;The OK Book;4/24/2007;40;3.96;eng;1019;189;HarperCollins
5527;PHP and MySQL Web Development (Developer's Library);10/01/2004;1008;3.96;eng;590;31;Sams
5528;Barack Obama: Working to Make a Difference;04/01/2006;48;3.96;eng;19;5;Lerner Publications
5529;The Heart of a Leader;06/01/1999;162;3.96;eng;542;33;David C. Cook
5530;A Garden Of Vipers (Carson Ryder  #3);02/06/2007;400;3.96;eng;562;37;Onyx
5531;Message in a Bottle;02/01/1999;370;3.96;eng;2755;218;Grand Central Publishing
5532;The Meanest Doll in the World (Doll People  #2);5/15/2005;304;3.96;eng;5717;417;Little  Brown Books for Young Readers
5533;Montaillou: Cathars and Catholics in a French Village  1294-1324;5/29/1980;400;3.96;eng;17;2;Penguin Books Ltd.
5534;V.;07/05/2005;547;3.96;eng;1415;177;Harper Perennial Modern Classics
5535;Leviathan;09/01/1993;275;3.96;eng;11744;443;Penguin Books
5536;Letters of Ayn Rand;02/01/1997;681;3.96;eng;18;2;NAL
5537;Giada's Family Dinners;04/04/2006;256;3.96;eng;14103;74;Clarkson Potter
5538;The Afghan Campaign;07/01/2006;354;3.96;eng;3002;198;Doubleday Books
5539;The List;12/01/1997;451;3.96;eng;12534;141;Jove
5540;Louisa May Alcott's Christmas Treasury;06/01/2002;282;3.96;eng;715;44;David C Cook
5541;The Fixer;05/05/2004;335;3.96;eng;8624;409;Farrar  Straus and Giroux
5542;Howards End;10/29/2002;246;3.96;eng;54765;1437;Dover Publications
5543;Howards End;9/28/2000;352;3.96;eng;368;26;Penguin Books
5544;Message in a Bottle;12/01/1999;342;3.96;eng;201488;3496;Warner Books
5545;Sherlock Holmes: A Baker Street Dozen;4/20/2006;6;3.96;eng;18;4;HighBridge Company
5546;Black Beauty;03/01/2003;245;3.96;eng;208684;3358;Scholastic Paperbacks
5547;On Her Majesty's Secret Service (James Bond  #11);09/02/2003;326;3.96;eng;14108;428;Penguin Books
5548;Dispatches from the Edge: A Memoir of War  Disasters  and Survival;5/23/2006;212;3.96;eng;7205;825;Harper
5549;The Grapes of Wrath;3/28/2006;464;3.96;eng;7044;639;Penguin Classics
5550;The Grapes of Wrath;03/01/2001;597;3.96;eng;37;8;Longman Schools Division (a Pearson Education Company)
5551;How To Enjoy Your Life And Your Job;01/02/1990;224;3.96;eng;1907;121;Pocket Books
5552;Feeding the Hungry Heart: The Experience of Compulsive Eating;09/01/1993;224;3.96;eng;749;46;Plume
5553;Inside the Red Tent;07/01/2006;100;3.96;eng;181;16;Chalice Press
5554;Fall on Your Knees;10/29/2002;672;3.96;eng;55988;2434;Pocket Books
5555;White Oleander;05/01/2000;480;3.96;eng;3112;210;Back Bay Books
5556;Driving Force;12/29/1993;384;3.96;eng;2635;107;Fawcett Books
5557;God Bless You  Mr. Rosewater;09/08/1998;288;3.96;eng;40599;1127;Dial Press
5558;Being and Nothingness;8/28/2003;688;3.96;eng;23344;267;Routledge
5559;Carrie;10/01/1999;253;3.96;eng;2707;192;Pocket Books
5560;Merde!: The Real French You Were Never Taught at School;12/09/1998;112;3.96;eng;155;13;Gallery Books
5561;Merde Encore!: More of the Real French You Were Never Taught at School;12/09/1998;104;3.96;eng;46;1;Gallery Books
5562;Dicey's Song (Tillerman Cycle  #2);07/01/2003;359;3.96;eng;16021;594;Aladdin Paperbacks
5563;All the Sad Young Men (Works of F. Scott Fitzgerald);1/29/2007;504;3.96;eng;369;22;Cambridge University Press
5564;Every Book Its Reader: The Power of the Printed Word to Stir the World;12/12/2006;400;3.96;eng;312;26;Harper Perennial
5565;My Year of Meats;03/01/1999;366;3.96;eng;12431;1330;Penguin Books
5566;Wilderness: The Lost Writings  Vol. 1;12/17/1989;214;3.96;eng;2940;124;Random House Vintage Books
5567;The Sunset Limited;10/24/2006;160;3.96;eng;6494;562;Vintage
5568;Aspects of the Theory of Syntax;3/15/1969;261;3.96;eng;296;10;MIT Press (Cambridge  MA)
5569;Jack & Jill (Alex Cross  #3);08/01/2003;466;3.96;eng;58414;1191;Grand Central Publishing
5570;Kiss the Girls (Alex Cross  #2);07/01/2000;481;3.96;eng;297211;2943;Grand Central Publishing
5571;The Collected Short Stories of Maxim Gorky;8/18/1988;404;3.96;eng;883;16;Citadel Press
5572;Skeleton Crew;5/13/1993;612;3.96;eng;97092;1186;Warner Books
5573;Lies My Teacher Told Me: Everything Your History Textbook Got Wrong;08/04/1995;384;3.96;eng;402;55;The New Press
5574;Prétear  Vol. 4 (Prétear  #4);1/18/2005;180;3.96;eng;294;14;ADV Manga
5575;Being a Green Mother (Incarnations of Immortality  #5);10/26/1989;400;3.96;eng;41;1;Severn House
5576;I Maccabees;6/16/1976;592;3.96;eng;8;0;Anchor Bible
5577;Ilse Witch (Voyage of the Jerle Shannara #1);10/02/2000;464;3.96;eng;144;9;Earthlight
5578;First King of Shannara (The Original Shannara Trilogy #0);1/29/1997;435;3.96;eng;864;55;Del Rey
5579;Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2);09/03/2002;256;3.96;eng;29;9;Turtleback
5580;Spock: The Fire and the Rose (Star Trek: Crucible  #2);11/28/2006;390;3.96;eng;206;14;Pocket Books
5581;Black Beauty (Coloring Book);9/13/1996;48;3.96;eng;68;3;Dover Publications
5582;The Gunslinger (The Dark Tower #1);07/01/1989;315;3.96;eng;1902;227;Signet
5583;Seawolf Class (Silent Service #3);7/30/2002;416;3.96;eng;65;5;Avon Books
5584;The Summit (Everest  #3);10/01/2002;154;3.96;eng;2584;106;Scholastic Paperbacks
5585;Tabby in the Tub (Animal Ark  #29);08/01/2003;139;3.96;eng;768;33;Scholastic Paperbacks
5586;Middlemarch;04/01/2003;848;3.96;eng;503;121;Barnes  Noble Classics
5587;Middlemarch;1/28/2003;6;3.96;eng;50;14;Penguin Audio UK
5588;Fathers and Sons;02/01/2005;244;3.96;eng;49911;1127;Signet Book
5589;Ten Days to Self-Esteem;3/17/1999;336;3.96;eng;436;19;William Morrow Paperbacks
5590;Wild Card (Tom Clancy's Power Plays  #8);11/02/2004;352;3.96;eng;835;13;Berkley
5591;Deadlock;10/06/2002;319;3.96;eng;327;20;Zondervan
5592;Zero: The Biography of a Dangerous Idea;10/12/2000;248;3.96;eng;131;19;Souvenir Press
5593;Final Fantasy Origins - Official Strategy Guide;04/09/2003;256;3.96;eng;25;1;Bradygames
5594;The Gunslinger;6/23/2003;231;3.96;eng;2309;230;Viking
5595;Experience;04/05/2001;401;3.96;eng;71;5;Vintage
5596;The Journal of Scott Pendleton Collins: A World War 2 Soldier;06/01/1999;140;3.96;eng;1132;181;Scholastic Inc.
5597;Poppy;05/03/2005;163;3.96;eng;6894;501;Scholastic
5598;The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6);12/01/2001;128;3.96;eng;1072;20;Scholastic Paperbacks
5599;Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4);04/01/2001;144;3.96;eng;975;26;Scholastic Paperbacks
5600;On Duties (De Officiis);01/01/1913;448;3.96;eng;111;11;Harvard University Press
5601;The Painter of Modern Life and Other Essays (Phaidon Arts and Letters);8/24/1995;310;3.96;eng;639;14;Phaidon Press
5602;Descent of Man;7/27/1990;240;3.96;eng;605;44;Penguin Books
5603;Fucked By Rock + Cd;10/01/2001;205;3.96;eng;1;0;Creation Books
5604;Jerusalem Inn (Richard Jury  #5);11/02/2004;320;3.96;eng;3542;154;Onyx
5605;The Samurai;4/17/1997;272;3.96;eng;1689;157;New Directions
5606;Get Out of My Life  but First Could You Drive Me & Cheryl to the Mall?;8/21/2002;240;3.96;eng;1380;250;Farrar  Straus and Giroux
5607;New Jewish Wedding  Revised;03/06/2001;288;3.96;eng;694;64;Scribner
5608;Programming in C;07/08/2004;576;3.96;eng;222;16;Sams
5609;Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics;12/01/1999;304;3.96;eng;49;3;Univ Of Minnesota Press
5610;Mandie and the Abandoned Mine (Mandie  #8);05/01/1987;160;3.96;eng;1369;17;Bethany House Publishers
5611;Nicolae (Left Behind  #3);12/03/2005;530;3.96;eng;30129;566;Thorndike Press
5612;Howards End;11/06/2007;312;3.96;eng;104;13;Signet
5613;The Band Played Dixie: Race and the Liberal Conscience at Ole Miss;05/05/1997;309;3.96;eng;46;5;Free Press
5614;Dark Star Safari: Overland from Cairo to Cape Town;04/05/2004;485;3.96;eng;11216;724;Mariner Books
5615;The Masterpiece;7/22/1999;464;3.96;eng;1977;101;Oxford University Press
5616;The Stone Monkey (Lincoln Rhyme  #4);11/01/2006;511;3.96;eng;245;20;Coronet Books (GB)
5617;The Curtain: An Essay in Seven Parts;1/30/2007;176;3.96;eng;1388;109;Harper
5618;The Art of the Novel;04/01/2003;176;3.96;eng;3684;165;Harper Perennial Modern Classics
5619;Thin Air (Weather Warden  #6);08/07/2007;307;3.96;eng;5875;182;Roc
5620;Behind the Scenes at the Museum;11/12/1999;336;3.96;eng;26443;2116;Picador USA
5621;The Great Influenza: The Story of the Deadliest Pandemic in History;10/04/2005;546;3.96;eng;17480;1459;Penguin Books
5622;All Night Long;01/03/2006;416;3.96;eng;7438;257;G.P. Putnam's Sons
5623;A Stolen Season (Alex McKnight  #7);09/05/2006;304;3.96;eng;1889;137;Minotaur Books
5624;To America with Love: Letters from the Underground;09/01/2000;224;3.96;eng;69;3;Red Hen Pr
5625;The Rise and Fall of Anne Boleyn;7/26/1991;338;3.96;eng;1336;39;Cambridge University Press
5626;A Christmas Carol and Other Christmas Books;11/01/2007;438;3.96;eng;156;20;Oxford University Press  USA
5627;The Twits;6/24/2004;96;3.96;eng;98823;2552;Puffin Books
5628;Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism;09/01/1977;578;3.96;eng;47;10;W. W. Norton & Company
5629;X/1999  Volume 01: Prelude;4/30/2003;200;3.96;eng;3138;68;VIZ Media LLC
5630;White Oleander;09/01/2001;446;3.96;eng;301784;6170;Little  Brown and Company
5631;Chasing the Dime;09/01/2003;448;3.96;eng;26998;828;Warner Books
5632;Tales From Shakespeare;08/05/1994;278;3.96;eng;117;11;Wordsworth Editions
5633;Alone (Detective D.D. Warren  #1);12/27/2005;451;3.96;eng;44349;1850;Bantam
5634;The Wanderer;4/30/2001;164;3.96;eng;696;25;Condor Books
5635;The Inhuman Condition (Books of Blood  #4);03/01/2001;180;3.96;eng;6294;111;Pocket Books
5636;Selected Poems;12/01/1998;320;3.96;eng;1509;30;Penguin Books
5637;Selected Poetry;05/06/1999;304;3.96;eng;9;0;Oxford University Press
5638;Underworld (Star Wars: The Last of the Jedi  #3);12/01/2005;160;3.96;eng;840;23;Scholastic Paperbacks
5639;A Midsummer Night's Dream (SparkNotes Literature Guide);01/10/2002;64;3.96;eng;19;2;SparkNotes
5640;How to Win Friends and Influence People for Teen Girls;06/02/2005;208;3.96;eng;428;44;Simon  Schuster
5641;Full House: The Spread of Excellence from Plato to Darwin;9/16/1997;256;3.96;eng;1630;84;Three Rivers Press (CA)
5642;First King of Shannara (Shannara Prequel);3/19/1996;0;3.96;eng;1;0;Random House Value Publishing
5643;Sahara (Dirk Pitt  #11);03/01/2005;576;3.96;eng;47;6;Pocket Books
5644;The Hand of Dinotopia;12/01/2002;416;3.96;eng;292;13;Avon Books
5645;The Fountains of Paradise;01/01/1979;245;3.96;eng;117;17;Harcourt Brace Jovanovich (NY)
5646;Great Short Stories by American Women;02/05/1996;208;3.96;eng;306;35;Dover Publications  Inc.
5647;Yosemite: Its Discovery  Its Wonder and Its People;12/01/1989;289;3.96;eng;23;2;Yosemite Conservancy
5648;Photos of the Gods: The Printed Image and Political Struggle in India;02/04/2004;239;3.96;eng;25;0;Reaktion Books
5649;Case Closed: Lee Harvey Oswald and the Assassination of JFK;09/09/2003;640;3.96;eng;1194;107;Anchor Books
5650;The Book of Merlyn: The Unpublished Conclusion to The Once & Future King;09/01/1977;137;3.96;eng;109;22;University of Texas Press (Austin/London)
5651;Big Baby;2/17/2007;96;3.96;eng;1368;58;Fantagraphics
5652;Tell My Horse: Voodoo and Life in Haiti and Jamaica;2/28/1990;311;3.96;eng;1450;105;HarperCollins
5653;Holes;03/11/2003;233;3.96;eng;2699;230;Yearling Books
5654;Holes (Holes  #1);09/02/2000;233;3.96;eng;887554;17547;Scholastic
5655;Incident at Vichy;04/02/1985;80;3.96;eng;686;54;Penguin Books
5656;Homegrown Democrat: A Few Plain Thoughts from the Heart of America;8/29/2006;288;3.96;eng;1182;134;Penguin Books
5657;Arms and Armor: A Pictorial Archive from Nineteenth-Century Sources;7/25/1995;128;3.96;eng;26;1;Dover Publications
5658;Firebirds: An Anthology of Original Fantasy and Science Fiction;05/05/2005;432;3.96;eng;3464;153;Firebird
5659;A Year in Provence;06/04/1991;207;3.96;eng;54963;2554;Vintage
5660;How to Breathe Underwater;04/07/2005;222;3.96;eng;194;34;Penguin
5661;The Thirteenth Tale;09/12/2006;406;3.96;eng;239809;18865;Atria Books
5662;The Illustrated Story Of O;9/20/2001;160;3.96;eng;24;1;St. Martin's Press
5663;Time and Again (Time  #1);05/01/2012;399;3.96;eng;13760;1624;Orion Publishing Group
5664;Stand on Zanzibar;08/12/1999;672;3.96;eng;12560;387;Gollancz
5665;Who Wants a Cheap Rhinoceros?;08/01/2002;64;3.96;eng;1907;124;Simon  Schuster Books for Young Readers
5666;Scarlet Feather;03/01/2002;549;3.96;eng;22812;791;Signet
5667;Tales from Shakespeare;10/26/2007;288;3.96;eng;3097;154;Penguin Books
5668;The Icarus Agenda;07/01/2004;836;3.96;eng;37;3;Orion Books
5669;U.S.S. Seawolf (Admiral Arnold Morgan  #4);05/01/2001;496;3.96;eng;1581;46;HarperTorch
5670;Lizabeth's Story (The Girls of Lighthouse Lane #3);10/18/2005;192;3.96;eng;24;0;HarperCollins
5671;The Trial of Henry Kissinger;6/17/2002;161;3.96;eng;2614;187;Verso
5672;The Innocent;4/25/2006;503;3.96;eng;21382;1229;Dutton
5673;Blackout (Kat Bronsky #2);12/09/2000;672;3.96;eng;572;36;Pan Books
5674;Deadly Love (Francesca Cahill Deadly  #1);1/15/2001;338;3.96;eng;755;52;St. Martin's
5675;Howards End;06/01/2007;9;3.96;eng;32;16;Blackstone Audiobooks
5676;Liturgies of the Western Church;09/01/1980;434;3.96;eng;52;8;Augsburg Fortress Publishing
5677;Rendezvous in Black;3/16/2004;211;3.96;eng;1087;99;Modern Library
5678;Montaillou: The Promised Land of Error;07/12/1979;416;3.96;eng;1142;62;Vintage/Random House (NY)
5679;Montaillou: Cathars and Catholics in a French Village 1294-1324;12/05/2002;400;3.96;eng;80;14;Penguin
5680;The Ice-Shirt (Seven Dreams #1);08/01/1993;415;3.96;eng;820;95;Penguin Books
5681;Crónica de una muerte anunciada;10/14/2003;118;3.97;spa;7888;411;Vintage Espanol
5682;Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta;08/01/2006;250;3.97;spa;193;23;Ediciones B
5683;La mujer del viajero en el tiempo;12/06/2005;608;3.97;spa;20;2;Random House Mondadori
5684;JLA: Tierra 2;11/25/2005;96;3.97;spa;7;2;Sticker Design (DC Comics)
5685;O Príncipe Caspian (As Crónicas de Nárnia  #4);10/11/2003;160;3.97;por;215;11;Editorial Presença
5686;????!!???? 1;3/18/2002;187;3.97;jpn;6;0;???
5687;Chronik eines angekündigten Todes;08/01/2002;119;3.97;ger;11;1;Kiepenheuer & Witsch
5688;Traumjäger und Goldpfote;10/01/1989;380;3.97;ger;61;0;Fischer (Tb.)
5689;Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4);4/29/2002;180;3.97;fre;129;3;J'ai Lu
5690;Freakonomics: A Rogue Economist Explores the Hidden Side of Everything;12/08/2006;496;3.97;eng;98;5;Harper
5691;Theban Plays;3/15/2003;304;3.97;eng;109;7;Hackett Publishing Company  Inc.
5692;The Theban Plays (Everyman's Library  #93);10/18/1994;223;3.97;eng;52;3;Alfred A. Knopf
5693;Problems of the Self: Philosophical Papers 1956 1972;3/25/1976;276;3.97;eng;57;2;Cambridge University Press
5694;I Love Everybody (and Other Atrocious Lies);06/08/2004;228;3.97;eng;9648;587;Villard Books
5695;Kingsblood Royal;04/10/2001;352;3.97;eng;77;11;Modern Library
5696;The Dark Mirror (The Bridei Chronicles  #1);6/13/2006;512;3.97;eng;63;8;Tor Books
5697;One Matchless Time: A Life of William Faulkner;6/14/2005;528;3.97;eng;193;34;Harper Perennial
5698;The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4);03/08/1997;216;3.97;eng;32;1;Viz Media
5699;Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1);06/05/1997;400;3.97;eng;131;7;Viz Media
5700;For Her Own Good: Two Centuries of the Experts' Advice to Women;01/04/2005;410;3.97;eng;2126;123;Anchor
5701;The Dark Mirror (The Bridei Chronicles  #1);03/06/2007;561;3.97;eng;7525;376;Tor Fantasy
5702;Yakitate!! Japan  Volume 1;09/12/2006;208;3.97;eng;2207;61;VIZ Media LLC
5703;The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library);12/01/2001;248;3.97;eng;57;3;Focus
5704;Factotum;8/15/2006;208;3.97;eng;414;56;Ecco
5705;How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking;11/14/2001;374;3.97;eng;251;18;Hyperion Books
5706;Pastwatch: The Redemption of Christopher Columbus;03/01/2016;402;3.97;eng;12940;894;Tor Books
5707;Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership;10/20/1999;111;3.97;eng;2592;123;William Morrow & Company
5708;For Whom The Bell Tolls;05/05/2005;490;3.97;eng;162;7;Vintage Classics
5709;Heartsnatcher;10/03/2003;245;3.97;eng;2430;77;Dalkey Archive Press
5710;Bad (Fearless  #13);07/10/2002;215;3.97;eng;728;6;Simon & Schuster Childrens Books
5711;All Quiet on the Western Front;03/12/1987;256;3.97;eng;64;4;Fawcett Crest
