titulo,fecha_publicación,num_paginas,ranking,num_votantes_libro,num_comentarios,id_idioma,id_editorial
Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,11/15/1998,318,3.9,1458,108,eng,934
Carrion Comfort,10/1/1990,884,3.9,15742,714,eng,2192
Arthur Edward Waite's Quest of the Golden Stairs,4/7/2003,184,3.9,9,0,eng,1094
The Hotel New Hampshire,10/22/1982,520,3.9,51267,1195,eng,280
The Hotel New Hampshire,12/31/1982,428,3.9,217,26,eng,458
Invitation to a Beheading,8/3/2015,192,3.9,342,23,eng,1509
Typhoon and Other Tales,1/16/2003,304,3.9,589,20,eng,1453
Pygmalion,1/30/2003,122,3.9,2085,179,eng,1498
The Lay of the Land,10/24/2006,485,3.9,3255,353,eng,65
Cry the Beloved Country,8/1/2002,240,3.9,767,85,eng,2144
The Moon Is Down,11/30/2000,144,3.9,15806,996,eng,1515
The Collaborator: The Trial and Execution of Robert Brasillach,11/1/2001,308,3.9,77,14,eng,2076
Gossamer,4/24/2006,144,3.9,13788,1554,eng,983
Anastasia on Her Own (Anastasia Krupnik #5),6/1/1986,160,3.9,1521,44,eng,2262
Winter's Tales,6/1/1993,320,3.9,1464,100,eng,2139
By Slanderous Tongues (Doubled Edge #3),2/6/2007,544,3.9,698,19,eng,185
The River's Gift,10/2/1999,128,3.9,1050,59,eng,1732
The Greenlanders,9/13/2005,608,3.9,2013,311,eng,94
Ecstasia,1/19/2004,196,3.9,1543,51,eng,715
The God Delusion,10/18/2006,374,3.9,197099,6216,eng,1000
Neuromancer,11/2/2004,384,3.9,1647,175,eng,28
Geisha: The Life the Voices the Art,10/27/1998,128,3.9,188,12,eng,1102
The Constant Princess (The Plantagenet and Tudor Novels #6),9/6/2006,390,3.9,136931,3915,eng,2198
Three Case Histories,11/1/1996,282,3.9,622,21,eng,2029
A Hole in the World: An American Boyhood,4/26/2000,288,3.9,182,24,eng,2100
Love and Louis XIV: The Women in the Life of the Sun King,3/20/2007,388,3.9,5680,216,eng,1334
Macbeth,8/1/2004,272,3.9,522,35,eng,1864
Macbeth (No Fear Shakespeare),4/15/2003,219,3.9,1292,138,eng,1888
Henry and June: From the Unexpurgated Diary of Anaïs Nin,12/31/1986,274,3.9,151,19,eng,1003
Macbeth,11/26/2003,416,3.9,739,30,eng,2172
Macbeth,1/31/1997,255,3.9,605,41,eng,293
Macbeth,1/20/2005,160,3.9,156,14,eng,1453
Mary Shelley: Her Life Her Fiction Her Monsters,12/15/1989,308,3.9,80,13,eng,1740
Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,6/1/1999,200,3.9,4473,228,eng,878
Last Night: Stories,3/14/2006,132,3.9,1825,186,eng,2139
Teen Angst? Naaah...,8/13/2002,279,3.9,3146,270,eng,1130
Over The Moon (Mageverse #3.5),1/2/2007,330,3.9,3681,92,eng,261
The Burnt Orange Heresy,12/20/1999,144,3.9,564,49,eng,367
Have Space Suit—Will Travel,2/8/2005,276,3.9,23541,661,eng,1586
Tin House: Evil (Volume 8 no. 3),4/6/2007,224,3.9,29,1,eng,2010
For All Time (Time Travelers #4),7/8/2003,261,3.9,1618,65,eng,1130
The Origin of Satan: How Christians Demonized Jews Pagans and Heretics,4/30/1996,240,3.9,5729,209,eng,2139
The Climb (Everest Trilogy),7/1/2002,151,3.9,3,0,eng,2048
See How She Dies,8/1/2004,510,3.9,2949,146,eng,2272
Miracle and Other Christmas Stories,10/31/2000,336,3.9,1681,199,eng,193
Brightness Reef (Uplift Storm Trilogy #1),10/1/1996,661,3.9,8963,153,eng,1891
The Minimalist Cooks at Home: Recipes That Give You More Flavor from Fewer Ingredients in Less Time,9/10/2002,240,3.9,261,20,eng,337
Buddhism: A Concise Introduction,12/14/2004,256,3.9,418,44,eng,914
The Children's Homer: The Adventures of Odysseus and the Tale of Troy,7/1/2004,256,3.9,109,15,eng,53
Bitter Is the New Black: Confessions of a Condescending Egomaniacal Self-Centered Smartass Or Why You Should Never Carry A Prada Bag to the Unemployment Office,3/7/2006,400,3.9,44607,4114,eng,1330
The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,9/10/1998,713,3.9,1751,170,eng,756
A Mortal Bane (Magdalene La Batarde #1),9/17/2001,352,3.9,809,63,eng,2024
Stone Age Economics,12/31/1974,348,3.9,281,26,eng,1740
Shadowplay (Shadowmarch #2),3/6/2007,656,3.9,6061,174,eng,513
The War of the Lance (DragonLance: Tales II #3),12/1/2005,343,3.9,47,0,eng,2245
Narcissus in Chains (Anita Blake Vampire Hunter #10),9/24/2002,644,3.9,49695,998,eng,4
Pnin,4/6/2004,143,3.9,13925,848,eng,670
Art and Culture: Critical Essays,6/1/1971,288,3.9,472,15,eng,239
How to Write Science Fiction & Fantasy,9/15/2001,140,3.9,3408,264,eng,2253
Curry: A Tale of Cooks and Conquerors,2/6/2006,315,3.9,753,111,eng,2291
A Year at the Races: Reflections on Horses Humans Love Money and Luck,4/19/2005,304,3.9,696,49,eng,94
The Bad Place,7/6/2004,417,3.9,30574,519,eng,252
Shattered,2/15/1985,289,3.9,19637,228,eng,252
Pan,9/1/1998,181,3.9,5833,255,eng,1515
Caramelo,9/9/2003,441,3.9,9317,700,eng,2139
Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,4/22/2005,184,3.9,155,18,eng,1374
Shadows of Yog-Sothoth (Call of Cthulhu RPG),8/15/2004,180,3.9,63,2,eng,386
Tara Road,3/2/2006,656,3.9,44,6,eng,1432
Manhunter Vol. 2: Trial by Fire,1/3/2007,224,3.9,297,27,eng,519
Ring of Fire (Ring of Fire Anthology #1),10/1/2005,722,3.9,1970,64,eng,185
The Capture (Guardians of Ga'Hoole #1),6/1/2003,222,3.9,22125,1232,eng,1793
The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science Cities and the Modern World,11/1/2006,299,3.9,32723,2855,eng,1721
Liberty Before Liberalism,1/13/1998,156,3.9,131,10,eng,353
On Film (Thinking in Action),12/23/2001,152,3.9,37,1,eng,1740
The Marriage Lesson (Effingtons #3),5/1/2001,372,3.9,1484,67,eng,169
My Wicked Pirate,11/1/2006,432,3.9,502,33,eng,2271
The Pusher (87th Precinct #3),7/3/2003,192,3.9,1098,75,eng,1433
The Amen Corner,2/17/1998,112,3.9,467,32,eng,2139
Spunk & Bite: A Writer's Guide to Punchier More Engaging Language & Style,11/15/2005,263,3.9,690,87,eng,1676
The Courtesan (The Dark Queen Saga #2),7/26/2005,560,3.9,2218,104,eng,189
Paws Before Dying (A Dog Lover's Mystery #4),1/1/1960,197,3.9,427,20,eng,253
The Well at the World's End: Volume II,3/20/2000,252,3.9,14,1,eng,320
Tarzan of the Apes (Tarzan #1),9/1/2003,324,3.9,31734,1573,eng,2220
The Many Worlds of Magnus Ridolph,4/1/1980,174,3.9,282,16,eng,515
Slim Down Camp,12/1/1986,176,3.9,9,2,eng,196
Golden Buddha (Oregon Files #1),3/24/2005,527,3.9,9171,309,eng,1498
The Land of Laughs,2/10/2001,253,3.9,4337,352,eng,1423
Nations and Nationalism since 1780: Programme Myth Reality,10/30/1992,214,3.9,1175,39,eng,353
Winter Is the Warmest Season,10/1/2006,40,3.9,408,83,eng,854
McNally's Alibi (Archy McNally Novels),8/5/2003,304,3.9,221,4,eng,252
McNally's Caper (Archy McNally #4),1/1/1995,352,3.9,1604,49,eng,252
Through the Arc of the Rain Forest,7/1/1990,212,3.9,127,18,eng,430
The Return of the Dancing Master,2/8/2005,406,3.91,5341,314,swe,2147
El amor en los tiempos del cólera,1/1/1992,451,3.91,663,46,spa,1929
El amor en los tiempos del cólera,1/1/1985,430,3.91,54,1,spa,411
Muerte Blanca,9/6/2005,421,3.91,2,0,spa,524
Las aventuras de Tom Sawyer,5/28/2006,272,3.91,113,12,spa,632
L'Histoire de Pi,11/24/2005,448,3.91,177,26,fre,771
Life of Pi,5/3/2004,401,3.91,4318,668,eng,1233
Sad Underwear and Other Complications: More Poems for Children and Their Parents,4/1/2000,80,3.91,109,13,eng,143
Suffer the Children,7/1/1989,378,3.91,28001,301,eng,538
Captivating: Unveiling the Mystery of a Woman's Soul,4/5/2005,243,3.91,42509,738,eng,1345
Very Far Away from Anywhere Else,10/1/2004,133,3.91,1756,176,eng,983
Sex with the Queen: 900 Years of Vile Kings Virile Lovers and Passionate Politics,4/11/2006,336,3.91,3808,315,eng,2231
Captive Dreams,9/5/2006,336,3.91,1354,60,eng,262
The Drifting Classroom Vol. 4 (Drifting Classroom),2/20/2007,192,3.91,412,20,eng,2164
Their Eyes Were Watching God,11/23/2004,7,3.91,421,99,eng,352
Eden,10/31/1991,276,3.91,3439,132,eng,1232
The Serpent and the Rainbow,8/5/1997,304,3.91,3373,293,eng,1864
That Was Then This Is Now,4/1/1998,159,3.91,26776,1630,eng,1889
The Moonstone,10/24/1998,464,3.91,349,44,eng,1498
Chilly Scenes of Winter,1/2/1991,288,3.91,1045,100,eng,2139
She Came to Stay,10/9/1995,416,3.91,2040,88,eng,728
The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest #2),9/26/2006,288,3.91,43,4,eng,28
Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),12/29/1995,224,3.91,35,3,eng,2222
Notes from a Small Island,5/28/1997,324,3.91,80609,3301,eng,2237
Chapterhouse: Dune (Dune Chronicles #6),7/1/1987,436,3.91,38778,568,eng,31
Poetry for Young People: Edward Lear,10/1/2001,48,3.91,66,19,eng,1920
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,1/29/2002,272,3.91,62,4,eng,189
We the Living,1/1/1996,464,3.91,23199,1086,eng,1834
Blood Stripes: The Grunt's View of the War in Iraq,4/24/2006,340,3.91,85,6,eng,1908
A Home at the End of the World,7/1/2004,342,3.91,14769,658,eng,1556
Sir Gawain and the Green Knight,6/27/1991,29,3.91,65,9,eng,2186
A Room with a View,1/1/2005,119,3.91,128596,3422,eng,565
Cod: A Biography of the Fish That Changed the World,7/1/1998,294,3.91,970,104,eng,1498
The Cod's Tale,9/10/2001,48,3.91,127,25,eng,766
Going After Cacciato,9/1/1999,351,3.91,10384,637,eng,339
Book of Haikus,3/2/2004,200,3.91,25,5,eng,658
Original Sin (Adam Dalgliesh #9),12/2/2005,511,3.91,6736,297,eng,10
The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,12/15/2005,227,3.91,21,4,eng,1060
Dreamland,5/11/2004,250,3.91,70043,3881,eng,1889
The Great Gatsby,10/1/2002,6,3.91,258,58,eng,352
The Great Gatsby,3/13/2002,4,3.91,63,13,eng,154
The Great Gatsby,1/13/1994,188,3.91,2729,245,eng,1498
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,2/1/2005,240,3.91,46064,871,eng,932
Daughter of Fortune,10/6/1999,399,3.91,1005,95,eng,879
The Moonstone,9/11/2001,528,3.91,59709,2819,eng,1301
The Moonstone,6/10/1999,576,3.91,74,6,eng,2291
A Very Long Engagement,1/6/2005,320,3.91,79,16,eng,2139
The Belly of Paris (Les Rougon-Macquart #3),12/1/1995,397,3.91,8,1,eng,1936
Wild Horses,5/4/2004,352,3.91,2935,154,eng,765
An Hour Before Daylight: Memories of a Rural Boyhood,10/16/2001,288,3.91,1935,229,eng,1864
Love in the Time of Cholera,10/5/2003,348,3.91,324487,13070,eng,2149
Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,3/1/1997,233,3.91,83,4,eng,443
Made in America: An Informal History of the English Language in the United States,10/23/2001,364,3.91,10836,613,eng,170
Archie Americana Series: Best of the Eighties Vol. 1,6/26/2001,96,3.91,61,1,eng,114
Can't Wait to Get to Heaven,7/18/2006,384,3.91,326,66,eng,316
The Last Innocent Man,1/25/2005,352,3.91,1667,57,eng,923
The Eight,6/23/1997,624,3.91,536,60,eng,189
The Counterlife,8/6/1996,336,3.91,3192,195,eng,2139
The Black Book,7/11/2006,466,3.91,6352,425,eng,2139
The Sheltering Sky,9/20/2005,313,3.91,906,132,eng,623
Henry IV,7/11/2005,80,3.91,650,21,eng,2291
Buried Child,2/14/2006,120,3.91,6746,178,eng,2139
An American Childhood,10/15/2013,255,3.91,7102,604,eng,888
Messenger (The Giver #3),8/22/2006,169,3.91,93589,6654,eng,652
King Lear,1/1/2004,338,3.91,154195,2806,eng,1864
King Lear,12/12/2002,192,3.91,269,24,eng,1453
King Lear,5/9/1997,455,3.91,1796,98,eng,293
King Lear,8/1/2005,384,3.91,215,11,eng,1864
Kate Vaiden,5/29/1998,306,3.91,1345,114,eng,1800
Young Warriors: Stories of Strength,10/24/2006,312,3.91,3643,74,eng,1658
The Great Gatsby,9/1/1925,182,3.91,149,7,eng,83
The Impostor (Liar's Club #2),10/19/2003,369,3.91,1356,69,eng,1903
Kitty Takes a Holiday (Kitty Norville #3),4/1/2007,303,3.91,16168,505,eng,10
Gentlemen and Players,1/3/2006,422,3.91,10511,1201,eng,2231
Theories of Relativity,9/1/2005,240,3.91,760,75,eng,968
Daughter of Fortune,5/2/2006,432,3.91,97539,2733,eng,888
Blessings,9/15/2010,393,3.91,2562,39,eng,538
The Girlhood Diary of Louisa May Alcott 1843-1846: Writings of a Young Author,9/1/2000,32,3.91,29,0,eng,361
King Lear,4/12/2001,336,3.91,233,15,eng,2291
Shadowland,3/4/2003,468,3.91,10293,253,eng,252
Mission of Honor (Tom Clancy's Op-Center #9),6/4/2002,432,3.91,1557,25,eng,253
Catch That Pass!,9/1/1989,130,3.91,290,23,eng,2291
Crown of Stars (Crown of Stars #7),1/2/2007,609,3.91,2169,54,eng,511
The Capricorn Stone,5/12/1983,346,3.91,574,33,eng,700
All Tomorrow's Parties (Bridge #3),2/4/2003,339,3.91,13020,316,eng,253
Flow My Tears the Policeman Said,11/8/2001,204,3.91,26767,1075,eng,797
Status Anxiety,5/10/2005,306,3.91,7957,535,eng,2139
A Faith Like Mine,8/15/2005,80,3.91,50,19,eng,579
Fear of Falling: The Inner Life of the Middle Class,9/26/1990,292,3.91,331,23,eng,888
The Adventures of Tom Sawyer (Adventures of Tom and Huck #1),10/1/2004,224,3.91,1507,105,eng,1920
The Adventures of Tom Sawyer (Adventures of Tom and Huck #1),2/28/2006,244,3.91,667590,6783,eng,1515
Body Language (Mark Manning Mystery #3),5/1/2000,273,3.91,111,6,eng,1090
Selected Writings,6/25/1998,841,3.91,626,22,eng,1515
The Deception of the Emerald Ring (Pink Carnation #3),12/1/2006,400,3.91,8615,499,eng,614
The Classical World: An Epic History from Homer to Hadrian,10/9/2006,672,3.91,1315,69,eng,224
Love and Saint Augustine,4/26/1998,254,3.91,95,10,eng,2076
Night of Blood (Dragonlance: The Minotaur Wars #1),2/1/2004,372,3.91,1307,22,eng,2245
Cloudsplitter,1/27/1999,758,3.91,3618,425,eng,888
The Eyre Affair (Thursday Next #1),2/25/2003,374,3.91,97343,8068,eng,1498
The Eyre Affair (Thursday Next #1),7/19/2001,373,3.91,3689,566,eng,988
Back Bay (Peter Fallon #1),7/1/1992,532,3.91,1614,173,eng,10
Gideon's Trumpet: How One Man a Poor Prisoner Took His Case to the Supreme Court-And Changed the Law of the United States,4/23/1989,288,3.91,2264,185,eng,2139
The Eclogues of Virgil,6/15/2000,112,3.91,74,12,eng,2291
The Great Gatsby,6/1/1995,216,3.91,9844,1050,eng,1800
Touch Not the Cat,11/29/2005,372,3.91,5029,282,eng,923
The Use and Abuse of Biology: An Anthropological Critique of Sociobiology,12/3/1976,120,3.91,32,5,eng,2081
Dragons of a Vanished Moon (Dragonlance: The War of Souls #3),3/1/2003,610,3.91,7506,82,eng,2245
City of Golden Shadow (Otherland #1),1/1/1998,780,3.91,21714,717,eng,512
Prisoner's Dilemma: John von Neumann Game Theory and the Puzzle of the Bomb,1/1/1993,320,3.91,1323,94,eng,94
The Maltese Falcon,3/1/2005,213,3.91,69254,2997,eng,1431
Choo Choo (Carry Along Book & Cassette Favorites),4/24/1989,48,3.91,0,0,eng,999
The Life of Charlotte Brontë,6/20/2002,587,3.91,5549,129,eng,1453
The Matrix and Philosophy: Welcome to the Desert of the Real,8/28/2002,280,3.91,1947,71,eng,1420
The Mammoth Book of Egyptian Whodunnits,9/20/2002,512,3.91,161,9,eng,1754
The Family that Couldn't Sleep,9/5/2006,299,3.91,4568,350,eng,1662
Underworld: Blood Enemy (Underworld #2),11/30/2004,310,3.91,548,26,eng,1591
Romeo and Juliet (SparkNotes Literature Guide),1/10/2002,88,3.91,52,8,eng,1888
A Feather on the Breath of God,12/27/2005,192,3.91,488,66,eng,1556
Cherry Cheesecake Murder (Hannah Swensen #8),2/1/2007,382,3.91,12503,532,eng,1091
ER Vets: Life in an Animal Emergency Room,11/28/2005,96,3.91,110,33,eng,983
Firefly Summer,8/3/2006,928,3.91,10463,290,eng,124
The Copper Beech,6/1/2005,407,3.91,18720,386,eng,1431
Treasure of Khan (Dirk Pitt #19),11/28/2006,552,3.91,10987,332,eng,765
Shattered Dance,9/26/2006,442,3.91,426,12,eng,1210
The Rough Guide to The Beatles,9/1/2006,325,3.91,50,4,eng,1739
Smart Love,5/1/2001,272,3.91,97,10,eng,933
The Occult: A History,2/12/1973,606,3.91,36,7,eng,2153
Warrior (MacKenzie-Blackthorn #5),4/24/2002,256,3.91,865,28,eng,1288
The Night at the Museum,11/1/2006,32,3.91,817,34,eng,178
Their Eyes Were Watching God,5/30/2006,219,3.91,220309,9536,eng,90
Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,7/3/2003,448,3.91,2,0,eng,1561
Lady on the Hill: How Biltmore Estate Became an American Icon,3/1/2006,331,3.91,414,60,eng,2222
Sex and Reason,1/1/1992,458,3.91,76,13,eng,934
A Quick Bite (Argeneau #1),3/31/2020,360,3.91,35275,1370,eng,169
Last Wish (Sweet Valley High),5/1/1999,231,3.91,2,0,eng,196
The Magic Journey,2/15/2000,528,3.91,449,28,eng,997
Hide-and-Seek with Angels: The Life of J.M. Barrie,5/16/2006,448,3.91,66,11,eng,124
The Reluctant Reformer,2/3/2002,371,3.91,1274,61,eng,1141
Ten Kids No Pets,4/1/1989,174,3.91,88,11,eng,1786
The Hound of the Baskervilles,9/12/2000,105,3.91,136,11,eng,2291
The Family That Couldn't Sleep: A Medical Mystery,9/11/2007,299,3.91,237,48,eng,1678
Lord John and the Brotherhood of the Blade (Lord John Grey #2),8/28/2007,494,3.91,17271,776,eng,536
Love in the Time of Cholera,5/1/1989,551,3.91,20,1,eng,1994
Joplin's Ghost,9/19/2006,496,3.91,738,72,eng,2198
Polar Shift (NUMA Files #6),8/30/2005,504,3.91,7121,185,eng,1645
100 Great Fantasy Short Short Stories,8/1/1985,395,3.91,204,19,eng,169
Light a Penny Candle,5/4/2006,832,3.91,14656,585,eng,124
Ukraine,7/1/2005,216,3.91,27,5,eng,1190
The Trail of Tears,9/21/1999,48,3.91,170,31,eng,1667
Thomas Jefferson: Author of America,5/31/2005,188,3.91,2319,221,eng,151
Insurgency and Terrorism: From Revolution to Apocalypse,6/1/2005,240,3.91,133,8,eng,1608
Armadale,8/12/1999,880,3.91,56,11,eng,1453
La falsificadora,9/1/2005,420,3.92,18,1,spa,1571
La máquina de follar,7/1/1995,190,3.92,951,85,spa,93
La tía Julia y el escribidor,3/1/2001,566,3.92,162,10,spa,1931
La Tía Julia y el Escribidor,7/10/1977,447,3.92,25,4,spa,1809
O Cavalo e o Seu Rapaz (As Crónicas de Nárnia #3),8/15/2003,160,3.92,207,16,por,643
Die Umarmung des Todes,3/1/2003,607,3.92,6,2,ger,795
Betrogen,2/1/2003,512,3.92,5,0,ger,287
Ali und Nino,2/1/2002,304,3.92,39,2,ger,1158
La Place de la Concorde Suisse,4/1/1994,160,3.92,698,52,fre,696
Survivant,2/4/2001,365,3.92,14,0,fre,771
Minuit dans le jardin du bien et du mal,6/6/1998,388,3.92,13,2,fre,1585
Un amour de swann (À la recherche du temps perdu #1.2),6/1/2006,432,3.92,4,0,fre,1124
Double Tap (Paul Madriani #8),12/27/2005,401,3.92,2790,159,eng,1080
Outcast of Redwall (Redwall #8),5/24/2004,368,3.92,17597,188,eng,715
Storm of the Century: An Original Screenplay,1/1/1999,376,3.92,252,14,eng,310
Europe Central,12/1/2005,811,3.92,2121,247,eng,1492
Celtic Tree Mysteries: Practical Druid Magic & Divination,10/8/2002,278,3.92,192,5,eng,1181
Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,5/30/2006,304,3.92,536,79,eng,1783
Bedlam's Edge (Bedlam's Bard #8),1/30/2007,384,3.92,922,20,eng,185
Yiddish with Dick and Jane,9/13/2004,112,3.92,373,67,eng,1173
Vampire Hunter D Volume 04: Tale of the Dead Town,5/24/2006,205,3.92,1158,30,eng,567
The Case of the Marshmallow Monster (Jigsaw Jones #11),3/1/2001,80,3.92,227,17,eng,1793
Sophie's World,3/20/2007,518,3.92,4399,515,eng,696
The Harlequin (Anita Blake Vampire Hunter #15),6/5/2007,422,3.92,37989,785,eng,253
Legends,9/8/2001,717,3.92,339,25,eng,2024
Mediterranean Winter: The Pleasures of History & Landscape in Tunisia Sicily Dalmatia & Greece,2/3/2004,272,3.92,32,9,eng,1658
Only Mine (Only Series #2),5/27/2003,400,3.92,2209,79,eng,169
Midnight Is a Place,10/28/2002,304,3.92,857,61,eng,983
Whole Earth Software Catalog,10/1/1984,208,3.92,13,1,eng,590
Dragon (Dirk Pitt #10),10/31/2006,602,3.92,11450,230,eng,1586
Fire Ice (NUMA Files #3),6/3/2002,434,3.92,186,7,eng,1646
Winter Season: A Dancer's Journal,11/10/2003,168,3.92,425,39,eng,2099
Mindstar Rising (Greg Mandel #1),5/15/1997,432,3.92,6192,171,eng,2024
The Dharma Bums,8/3/2000,204,3.92,1361,77,eng,1509
Absolutely Normal Chaos,9/7/2007,201,3.92,28,3,eng,1218
The Drifting Classroom Vol. 7 (The Drifting Classroom),8/21/2007,192,3.92,343,11,eng,2164
Twelve Extraordinary Women Workbook,3/5/2006,226,3.92,46,4,eng,1990
The Pure in Heart (Simon Serrailler #2),6/2/2005,370,3.92,45,10,eng,2291
The Broken Wings,3/3/2003,132,3.92,6432,517,eng,414
Stranger in a Strange Land,10/1/1991,528,3.92,251872,6241,eng,28
Underworld,7/9/1998,827,3.92,1505,175,eng,1800
Eat This Book: Cooking with Global Fresh Flavors,10/1/2004,287,3.92,275,15,eng,424
Phaedrus,1/16/2003,128,3.92,29,6,eng,2291
Phaedrus,8/25/2005,176,3.92,236,22,eng,1515
The Confessions (Works of Saint Augustine 1),12/1/2002,416,3.92,142,24,eng,1350
The City of God,9/12/2000,905,3.92,104,16,eng,1658
Confessions Books 1-13,1/1/1993,296,3.92,84,8,eng,841
Wild at Heart: Discovering the Secret of a Man's Soul,4/1/2001,256,3.92,55106,1503,eng,1990
Elbow Room: The Varieties of Free Will Worth Wanting,11/21/1984,212,3.92,515,37,eng,1296
Baltasar and Blimunda,10/16/1998,346,3.92,6184,284,eng,1232
The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,9/1/1995,256,3.92,81,12,eng,1232
Chicago Blues: The City and the Music,8/22/1981,226,3.92,25,2,eng,494
Lost Horizon,6/15/2004,241,3.92,11892,955,eng,888
Death in Holy Orders (Adam Dalgliesh #11),3/26/2002,429,3.92,9847,516,eng,701
The History of Love,5/17/2006,255,3.92,110082,9777,eng,1394
I Blink: And Other Questions About My Body,4/25/2003,32,3.92,36,1,eng,1098
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,4/21/1999,150,3.92,259,9,eng,530
The Doors of Perception & Heaven and Hell,5/4/2004,187,3.92,30012,797,eng,892
The Partner,4/26/2005,416,3.92,97474,1928,eng,544
The Monkey's Wrench,7/1/1995,192,3.92,601,34,eng,1492
His Excellency: George Washington,11/8/2005,320,3.92,32978,1112,eng,2139
On Crimes and Punishments,11/1/1986,129,3.92,1,0,eng,2291
Essentials of Conservation Biology,6/21/2007,585,3.92,37,1,eng,1866
The Silmarillion,11/15/2004,386,3.92,166136,4750,eng,1001
Midnight in the Garden of Good and Evil,9/27/2005,388,3.92,983,79,eng,1301
We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,4/19/2005,223,3.92,10040,439,eng,2136
The Joy Luck Club,9/21/2006,288,3.92,565524,7255,eng,1498
Planet of Slums,3/1/2006,228,3.92,1727,173,eng,2120
Five Little Peppers at School,1/1/1988,320,3.92,243,7,eng,2261
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),5/10/2006,116,3.92,94,10,eng,2020
The Lost World (TV Tie-in),9/3/2002,224,3.92,18,4,eng,1498
Holidays on Ice,11/1/1998,134,3.92,3590,251,eng,181
Boys or Ballet? (Royal Ballet School Diaries #8),8/3/2006,144,3.92,93,8,eng,823
Anybody Out There? (Walsh Family #4),5/9/2006,456,3.92,348,45,eng,2231
Dr. Mary's Monkey: How the Unsolved Murder of a Doctor a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald the JFK Assassination and Emerging Global Epidemics,4/1/2007,374,3.92,1023,164,eng,2040
The Sea The Sea,3/1/2001,528,3.92,13010,771,eng,1509
Usher's Passing,10/1/1992,416,3.92,3226,143,eng,1586
Rough Magic: A Biography of Sylvia Plath,9/18/2003,402,3.92,1516,60,eng,494
American Pastoral (The American Trilogy #1),3/5/1998,432,3.92,47156,3007,eng,2139
Inversions (Culture #6),5/1/2001,343,3.92,10878,342,eng,1586
Iain Banks' 'The Wasp Factory' 'The Crow Road' and 'Whit',4/19/2001,80,3.92,59,3,eng,138
Traveller,11/5/1989,355,3.92,884,74,eng,540
Cold Blood (Lorraine Page #2),4/1/1999,462,3.92,12,3,eng,4
Falling Angel,11/1/2006,302,3.92,2243,220,eng,1283
Storm of the Century,2/1/1999,376,3.92,18255,266,eng,1585
Hunger,1/1/2000,192,3.92,797,72,eng,1498
Stranger In A Strange Land,3/14/2005,672,3.92,561,48,eng,985
More Sideways Arithmetic from Wayside School (Wayside School #2.6),9/1/1994,112,3.92,856,28,eng,300
The Awakening and Selected Stories,7/1/2004,296,3.92,9459,194,eng,1864
Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer Adviser to Kings Ally of Lawrence of Arabia,7/12/2005,464,3.92,2944,499,eng,94
Cards on the Table (Hercule Poirot #15),7/5/2005,324,3.92,25236,1046,eng,252
Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot #41),7/26/2005,8,3.92,5473,144,eng,156
The Crack-Up,4/30/2003,347,3.92,2477,133,eng,1353
Fantastic Four Volume 2,3/16/2005,264,3.92,96,8,eng,1243
Lady Friday (The Keys to the Kingdom #5),3/1/2007,320,3.92,19436,267,eng,1786
Down the Yellow Brick Road:The Making of The Wizard of Oz,5/1/1976,159,3.92,3,2,eng,1651
The Silmarillion,2/7/1999,384,3.92,292,40,eng,897
The Silmarillion,3/12/1979,441,3.92,368,44,eng,2104
Spider Mountain (Cam Richter #2),12/26/2006,309,3.92,461,41,eng,1904
Survivor,8/3/2000,289,3.92,49307,1637,eng,2139
Nausea,11/30/2000,253,3.92,1590,140,eng,1498
American Sphinx: The Character of Thomas Jefferson,4/7/1998,440,3.92,20178,590,eng,2139
The Dharma Bums,4/5/2007,187,3.92,2055,172,eng,1515
Westmark (Westmark #1),1/14/2002,184,3.92,4222,180,eng,716
Dragon's Kin (Pern #17),12/28/2004,298,3.92,8100,185,eng,528
Bellwether,6/2/1997,248,3.92,9419,1110,eng,1891
The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,4/1/2004,416,3.92,1398,95,eng,1556
The Case Of The Buried Treasure,1/1/2002,112,3.92,101,9,eng,1793
