id,titulo,fecha_publicación,num_páginas,ranking,num_votantes_libro,num_comentarios,Id_idioma,id_editorial
5066,Sula,5/7/2005,189,3.93,709,94,eng,2139
5067,Tar Baby,6/8/2004,320,3.93,15795,447,eng,2139
5068,Gone South,8/1/1993,400,3.93,4849,228,eng,1585
5069,The Poet of Tolstoy Park,3/28/2006,304,3.93,565,118,eng,188
5070,Look Homeward Angel,10/10/2006,644,3.93,11131,751,eng,1800
5071,On Anarchism,5/1/2005,256,3.93,4145,192,eng,51
5072,Nuns and Soldiers,7/30/2002,512,3.93,503,34,eng,1492
5073,Stay!: Keeper's Story,3/9/1999,128,3.93,194,32,eng,2261
5074,Double Whammy (Skink #1),3/1/2005,404,3.93,11050,624,eng,10
5075,When the Wind Blows (When the Wind Blows #1),4/1/2000,416,3.93,42701,1337,eng,10
5076,The Thousandfold Thought (The Prince of Nothing #3),1/30/2007,560,3.93,8716,228,eng,22
5077,The Liars' Club,5/31/2005,320,3.93,52578,2464,eng,1492
5078,The Beggar Maid: Stories of Flo and Rose,5/7/1991,210,3.93,2814,258,eng,2139
5079,Faust First Part,7/1/1988,327,3.93,48213,675,eng,193
5080,The Rough Guide to Australia 7,10/1/2005,1256,3.93,8,1,eng,1739
5081,Corpse: Nature Forensics and the Struggle to Pinpoint Time of Death,10/17/2002,270,3.93,937,70,eng,224
5082,Fugitive Pieces,5/26/1998,304,3.93,12209,947,eng,2139
5083,Big Money,9/3/1991,288,3.93,1117,78,eng,1492
5084,Ines of My Soul,11/7/2006,528,3.93,62,13,eng,879
5085,The Flash: Dead Heat,8/1/2000,144,3.93,216,10,eng,519
5086,Ishmael (Star Trek: The Original Series #23),9/1/1991,256,3.93,1485,85,eng,1585
5087,Marie Antoinette: The Journey,11/12/2002,512,3.93,1102,154,eng,94
5088,Marie Antoinette: The Journey,9/12/2006,512,3.93,27291,809,eng,94
5089,Go Down Moses,1/30/1991,365,3.93,8289,370,eng,2139
5090,The Clicking of Cuthbert,11/3/2006,162,3.93,6,1,eng,865
5091,Everest: Expedition to the Ultimate,9/1/1999,286,3.93,256,14,eng,228
5092,The War of the Jewels (The History of Middle-Earth #11),12/6/1994,470,3.93,3329,15,eng,854
5093,City of Glass: The Graphic Novel,2/3/2005,144,3.93,1628,66,eng,680
5094,Cover Her Face (Adam Dalgliesh #1),5/7/2002,2,3.93,17,4,eng,234
5095,The Changing Status of the Artist,3/1/1999,260,3.93,8,0,eng,2258
5096,Inventing America: Jefferson's Declaration of Independence,11/14/2002,432,3.93,161,16,eng,1232
5097,The Last Quarry (Quarry #7),8/1/2006,201,3.93,673,68,eng,864
5098,The Realm of Possibility,5/9/2006,210,3.93,14625,1190,eng,652
5099,The Door to Time (Ulysses Moore #1),1/1/2006,239,3.93,3099,241,eng,1786
5100,Tales Before Tolkien: The Roots of Modern Fantasy,11/29/2005,528,3.93,1130,42,eng,528
5101,Leonardo's Notebooks,8/1/2005,352,3.93,36003,121,eng,276
5102,On Wine and Hashish,9/1/2002,88,3.93,751,17,eng,971
5103,Rob Roy MacGregor,9/1/2012,192,3.93,100,3,eng,1344
5104,The Foundling and Other Tales of Prydain,5/16/2006,98,3.93,3637,157,eng,1896
5105,The Five Bells and Bladebone (Richard Jury #9),6/1/2002,334,3.93,2884,97,eng,1330
5106,The Dragon Prince: A Chinese Beauty & the Beast Tale,1/9/1999,32,3.93,355,44,eng,437
5107,Out of the Silent Planet (The Space Trilogy #1),12/5/2005,224,3.93,58756,2528,eng,437
5108,How to Be a Jewish Parent: A Practical Handbook for Family Life,9/5/2000,352,3.93,52,5,eng,1783
5109,Love Mode Vol. 1,11/8/2005,192,3.93,1417,41,eng,305
5110,Seven Gothic Tales,10/31/2002,368,3.93,85,12,eng,1492
5111,Michael's Golden Rules,1/23/2007,32,3.93,83,22,eng,1864
5112,The Battle for God: A History of Fundamentalism,1/30/2001,480,3.93,5677,254,eng,188
5113,Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,9/4/2006,291,3.93,1495,52,eng,224
5114,Ghosthunters and the Muddy Monster of Doom! (Ghosthunters #4),4/1/2007,176,3.93,534,32,eng,400
5115,Witch Grass,1/31/2003,328,3.93,335,38,eng,1401
5116,Sketches from a Hunter's Album,8/30/1990,403,3.93,5967,109,eng,1492
5117,The Sleeping Doll (Kathryn Dance #1),6/5/2007,428,3.93,357,58,eng,1850
5118,Twisted: The Collected Short Stories,11/1/2004,480,3.93,3093,205,eng,1585
5119,A Certain Justice (Adam Dalgliesh #10),3/28/2006,688,3.93,6877,374,eng,1803
5120,For the Relief of Unbearable Urges,3/21/2000,205,3.93,2418,229,eng,2139
5121,There's No Such Place As Far Away,1/12/1998,48,3.93,2737,83,eng,544
5122,Drop Dead Gorgeous (Blair Mallory #2),11/28/2006,347,3.93,7227,301,eng,188
5123,Why Orwell Matters,9/11/2003,211,3.93,2852,188,eng,224
5124,The Thirteenth Tribe,9/9/1977,224,3.93,9,3,eng,1556
5125,Making a Change for Good: A Guide to Compassionate Self-Discipline,3/13/2007,128,3.93,304,36,eng,1822
5126,The Kingdom of Shadow (Diablo #3),8/1/2002,339,3.93,1181,24,eng,1585
5127,Curries Without Worries,3/1/1996,160,3.93,35,4,eng,10
5128,The Jane Austen Cookbook,5/10/2002,128,3.93,275,26,eng,1247
5129,Four Past Midnight,3/2/2004,768,3.93,1430,42,eng,1834
5130,Around the World in Eighty Days,6/7/2005,236,3.93,156,17,eng,1834
5131,Around the World in Eighty Days,12/30/2003,211,3.93,778,35,eng,1301
5132,No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,9/20/2005,288,3.93,256,28,eng,1800
5133,Political Philosophy: A Beginners' Guide for Students and Politicians,8/4/2006,240,3.93,175,6,eng,1596
5134,Political Philosophy: A Beginner's Guide for Students and Politicians,10/15/2001,194,3.93,6,0,eng,1596
5135,The Glass Lake,6/29/2005,704,3.93,17624,670,eng,1431
5136,Jimmy Stewart: Bomber Pilot,11/15/2006,320,3.93,441,57,eng,2273
5137,Wookiee Cookies: A Star Wars Cookbook,9/1/1998,132,3.93,952,57,eng,407
5138,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,11/1/1993,288,3.93,406,24,eng,2197
5139,Old Filth (Old Filth #1),6/1/2006,290,3.93,10337,1619,eng,663
5140,Information Technology for Management: Transforming Organizations in the Digital Economy,1/1/2005,724,3.93,109,3,eng,1071
5141,The Wheel of Darkness (Pendergast #8),8/28/2007,388,3.93,21797,1002,eng,10
5142,Run (Fearless #3),3/1/2000,205,3.93,2262,50,eng,1850
5143,The Man Who Smiled (Kurt Wallander #4),9/19/2006,325,3.93,14322,521,eng,1361
5144,Sacred Games (Sacred Games),1/9/2007,916,3.93,5983,724,eng,437
5145,Blink: The Power of Thinking Without Thinking,4/3/2007,296,3.93,437507,12937,eng,181
5146,The Notebooks of Leonardo da Vinci,1/28/1999,432,3.93,70,2,eng,1453
5148,The Five People You Meet in Heaven,9/2/2005,229,3.93,4251,525,eng,2004
5149,Thank You for Smoking,2/14/2006,272,3.93,9900,561,eng,1658
5150,Lyonesse: Suldrun's Garden (Lyonesse #1),4/1/1983,436,3.93,130,16,eng,252
5151,Wonder of the World,12/31/2003,72,3.93,42,4,eng,604
5152,Flirting With Danger (Samantha Jellicoe #1),3/1/2005,384,3.93,3625,189,eng,169
5153,Richard III,7/1/2004,369,3.93,1945,191,eng,1864
5154,So Far from God: The U.S. War With Mexico 1846-1848,9/15/2000,464,3.93,271,29,eng,2088
5155,Caribbean,12/13/2005,672,3.93,4718,232,eng,559
5156,Don't Stop the Carnival,5/15/1992,416,3.93,2700,298,eng,181
5157,Rage of Angels,8/3/1999,512,3.93,30283,860,eng,437
5158,Ruby (Landry #1),12/1/1994,402,3.93,17,0,eng,2217
5159,Desolation Jones: Made in England,10/4/2006,144,3.93,1767,76,eng,2221
5160,Dirty Snow,8/31/2003,244,3.93,1780,220,eng,1401
5161,The Looking Glass Wars,9/26/2006,364,3.93,37148,3142,eng,559
5162,The Gospel of the Flying Spaghetti Monster,3/28/2006,169,3.93,3248,341,eng,2136
5163,Quicksilver (The Baroque Cycle #1),10/2/2003,927,3.93,171,12,eng,958
5164,Anhelos ocultos,3/27/1996,380,3.94,32,8,spa,412
5165,Die Naschkatzen,4/1/2001,480,3.94,15,1,ger,795
5166,Fish & Chips (The Barrytown Trilogie #3),10/1/2002,314,3.94,2,0,ger,723
5167,Long Way Round: Chasing Shadows Across the World,11/1/2005,320,3.94,352,44,eng,152
5168,High Fidelity,3/1/2000,323,3.94,827,101,eng,1721
5169,Prophet,3/11/2004,416,3.94,12789,221,eng,482
5170,Difficult Loves,9/23/1985,300,3.94,4084,205,eng,1232
5171,Anatomy of Love: A Natural History of Mating Marriage and Why We Stray,1/3/1994,432,3.94,501,36,eng,188
5172,Children of the Night (Diana Tregarde #2),8/1/2005,320,3.94,4349,103,eng,1906
5173,The Real Thing,4/17/2000,112,3.94,3553,140,eng,696
5174,Nicomachean Ethics,1/11/1962,352,3.94,265,20,eng,1613
5175,Candide and Other Stories (World's Classics),7/6/2006,301,3.94,3368,101,eng,1453
5176,Vicars of Christ: A History of the Popes,7/1/2003,492,3.94,31,2,eng,414
5177,The Time Travelers: Volume One,1/10/2006,420,3.94,302,29,eng,1127
5178,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't and What Could've Gone Wrong Did,11/1/1988,363,3.94,90,11,eng,193
5179,Prioritizing Web Usability,4/20/2006,406,3.94,599,16,eng,1364
5180,Charade,7/1/1995,496,3.94,6044,250,eng,836
5181,Philosophy of Religion: An Anthology,5/7/2002,582,3.94,97,7,eng,2181
5182,Will in the World: How Shakespeare Became Shakespeare,9/30/2004,430,3.94,421,70,eng,1394
5183,A Midsummer Night's Dream,9/6/1979,312,3.94,2820,76,eng,116
5184,Mid-Flinx (Pip & Flinx #7),9/1/1996,352,3.94,2327,36,eng,528
5185,The God of Small Things,5/1/1997,321,3.94,6667,722,eng,437
5186,El Borbah,1/17/2006,96,3.94,740,34,eng,688
5187,To Win a Nuclear War: The Pentagon's Secret War Plans,7/1/1999,374,3.94,2,0,eng,1882
5188,The Navigator (NUMA Files #7),6/5/2007,437,3.94,6152,248,eng,1645
5189,The Life and Times of the Thunderbolt Kid: A Memoir,9/25/2007,268,3.94,1329,250,eng,336
5190,The Bridge at Andau,9/12/1985,288,3.94,1135,158,eng,700
5191,Shooting Stars (Shooting Stars #1-4),12/1/2002,656,3.94,1231,22,eng,1585
5192,The Vampire Companion,8/1/1995,608,3.94,4829,25,eng,188
5193,Electric Light,3/19/2001,81,3.94,30,2,eng,683
5194,Far from the Madding Crowd,3/31/1994,374,3.94,320,42,eng,1492
5195,Active Literacy Across the Curriculum: Strategies for Reading Writing Speaking and Listening,3/29/2006,138,3.94,31,1,eng,1740
5196,Miami Blues (Hoke Moseley #1),8/10/2004,191,3.94,2897,178,eng,2139
5197,Moon Palace,4/1/1990,320,3.94,16099,503,eng,1492
5198,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces Marinades Dry Rubs Wet Rubs Mops and Salsas,12/3/1997,272,3.94,55,0,eng,933
5199,Antigone,9/17/1998,13358,3.94,178,199,eng,1453
5200,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,8/27/1996,256,3.94,96,8,eng,1740
5201,Three Plays: The Wasps / The Poet and the Women / The Frogs,2/28/1964,224,3.94,391,27,eng,1492
5202,Brokeback Mountain,12/2/2005,55,3.94,24985,1751,eng,1800
5203,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),5/1/2004,540,3.94,29,3,eng,1350
5204,The Future of Spacetime,6/17/2003,224,3.94,257,10,eng,1394
5205,The Journals of Ayn Rand,8/1/1999,752,3.94,317,14,eng,1330
5206,The Golden Tulip,9/1/1991,585,3.94,29,4,eng,588
5207,Truth and Beauty,4/5/2005,257,3.94,31134,2662,eng,879
5208,Unnatural Causes (Adam Dalgliesh #3),5/20/2002,218,3.94,9258,330,eng,680
5209,Olympos (Ilium #2),7/25/2006,891,3.94,13300,484,eng,879
5210,The Sun Rises: and Other Questions About Time and Seasons,9/15/2006,32,3.94,50,6,eng,1098
5211,The Rainmaker,9/27/2005,419,3.94,151818,1489,eng,544
5212,The Adolescent,12/7/2004,647,3.94,3568,159,eng,2139
5213,Waiting for the Barbarians,10/1/1999,152,3.94,18097,1029,eng,1492
5214,The Big Over Easy (Nursery Crime #1),7/25/2006,383,3.94,27137,1885,eng,1492
5215,A Midsummer Night's Dream,5/1/1998,162,3.94,2167,101,eng,1834
5216,A Midsummer Night's Dream,5/3/2005,3,3.94,62,6,eng,156
5217,A Midsummer Night's Dream,7/28/2005,102,3.94,126,7,eng,1453
5218,A Midsummer Night's Dream,8/15/2002,99,3.94,14,3,eng,1453
5219,Vincent Van Gogh: Portrait of an Artist,1/14/2003,144,3.94,220,38,eng,2261
5220,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,5/16/2002,551,3.94,125,6,eng,1394
5221,Forfeit,4/5/2005,256,3.94,2538,63,eng,765
5222,The Secret of Fantasy Forest (Sweet Valley Kids #67),9/1/1996,96,3.94,54,2,eng,1942
5223,Kissinger,9/27/2005,896,3.94,2507,140,eng,1864
5224,Where Rainbows End,11/8/2004,454,3.94,652,109,eng,437
5225,Light in August,1/30/1991,507,3.94,47794,1920,eng,2139
5226,The Forgotten,1/31/1995,320,3.94,503,36,eng,1783
5227,Something Wicked This Way Comes,1/1/2001,293,3.94,834,54,eng,318
5228,Homecoming (Tillerman Cycle #1),8/1/2002,416,3.94,18737,1081,eng,1863
5229,The Naked and the Dead,8/28/2000,721,3.94,21004,620,eng,1556
5230,Essential Welty: Why I Live at the P.O. A Memory Powerhouse and Petrified Man,6/27/2006,1,3.94,92,28,eng,352
5231,The Chomsky-Foucault Debate: On Human Nature,9/1/2006,213,3.94,1953,116,eng,1361
5232,Light in August,4/2/2002,460,3.94,329,35,eng,1301
5233,A Kiss Before Dying,4/7/2003,242,3.94,6548,556,eng,367
5234,Sir Gawain And The Green Knight,11/1/2004,120,3.94,21,5,eng,2183
5235,Tourist Season,5/9/2005,404,3.94,15459,669,eng,2189
5236,London Bridges (Alex Cross #10),10/1/2005,403,3.94,36334,905,eng,2159
5237,Checkmate (Tom Clancy's Splinter Cell #3),11/7/2006,402,3.94,3896,65,eng,252
5238,Tomie 1 å¯Œæ±Ÿ,4/4/2005,248,3.94,900,38,eng,445
5239,Tehanu (Earthsea Cycle #4),9/1/2001,281,3.94,1269,93,eng,53
5240,Tehanu (Earthsea Cycle #4),11/23/2004,281,3.94,26096,1053,eng,1585
5241,Winter's Heart (The Wheel of Time #9),1/7/2002,780,3.94,86944,1442,eng,2023
5242,A Midsummer Night's Dream,8/1/2000,144,3.94,1002,57,eng,1492
5243,Bacacay,5/1/2006,275,3.94,491,28,eng,115
5244,Marvel 1602,8/2/2006,248,3.94,48894,1354,eng,1241
5245,White Man's Grave,3/15/1995,400,3.94,367,48,eng,1556
5246,An Instance of the Fingerpost,4/1/2000,691,3.94,19134,1081,eng,1721
5247,An Instance of the Fingerpost,3/16/1998,691,3.94,214,24,eng,1721
5248,Hercule Poirot's Christmas (Hercule Poirot #20),9/1/2001,335,3.94,26085,1497,eng,437
5249,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,11/5/2001,2,3.94,52,8,eng,230
5250,Doyle Brunson's Super System,12/31/2002,605,3.94,2080,73,eng,362
5251,The Castle of the Silver Wheel,2/1/1993,278,3.94,89,4,eng,28
5252,Tunnel in the Sky (Heinlein's Juveniles #9),4/1/2005,262,3.94,10249,356,eng,1585
5253,Superman: Up Up and Away!,9/27/2006,192,3.94,1681,51,eng,519
5254,Louisa May Alcott on Race Sex and Slavery,4/17/1997,160,3.94,18,5,eng,1391
5255,Critique of Pure Reason,11/17/2003,480,3.94,72,10,eng,596
5256,Critique of Pure Reason,2/28/1999,796,3.94,23607,375,eng,353
5257,Critique of Pure Reason,12/1/1996,1096,3.94,180,14,eng,842
5258,Critique of Pure Reason,11/29/2007,784,3.94,254,35,eng,1492
5259,Critique of Pure Reason (Studies in the History of Philosophy),1/1/1992,140,3.94,17,0,eng,645
5260,Conan: Sword of Skelos,2/18/2002,224,3.94,1427,5,eng,2023
5261,The Nicomachean Ethics,1/29/2004,329,3.94,23683,472,eng,1492
5262,Nicomachean Ethics,5/1/1984,372,3.94,13,0,eng,1538
5263,Politics,11/15/2000,368,3.94,26727,274,eng,596
5264,The Rime of the Ancient Mariner and Other Poems,9/18/1992,76,3.94,3058,78,eng,596
5265,Flinx's Folly (Pip & Flinx #9),9/28/2004,288,3.94,1755,21,eng,528
5266,Tales from Firozsha Baag [Jan 01 2002] Mistry Rohinton,1/1/2002,250,3.94,83,17,eng,683
5267,Harrowing the Dragon,11/7/2006,308,3.94,1602,86,eng,28
5268,The Orion Mystery: Unlocking the Secrets of the Pyramids,8/22/1995,352,3.94,1123,36,eng,1996
5269,The New Centurions,3/1/1987,368,3.94,2180,66,eng,538
5270,Train_man Volume 3 (Train_man),2/13/2007,200,3.94,102,15,eng,2162
5271,The Protector (Cavanaugh #1),5/19/2003,401,3.94,2222,80,eng,2189
5272,From Socrates to Sartre: The Philosophic Quest,1/1/1985,426,3.94,932,70,eng,193
5273,Something Borrowed Something Blue,6/1/2000,394,3.94,17,1,eng,1141
5274,Nicomachean Ethics,1/1/2002,240,3.94,238,29,eng,732
5275,Toys Go Out: Being the Adventures of a Knowledgeable Stingray a Toughy Little Buffalo and Someone Called Plastic (Toys #1),9/12/2006,116,3.94,3983,513,eng,1797
5276,If the River Was Whiskey: Stories,5/24/1989,224,3.94,34,3,eng,2127
5277,If the River Was Whiskey,5/1/1990,240,3.94,1038,69,eng,1492
5278,Greasy Lake & Other Stories,5/6/1986,240,3.94,1065,52,eng,1492
5279,The Dirty Duck (Richard Jury #4),6/1/2004,320,3.94,3861,140,eng,1418
5280,Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows #2),7/5/2006,242,3.94,529,17,eng,566
5281,The Medium is the Massage,8/1/2001,160,3.94,12098,295,eng,787
5282,Earthquake in the Early Morning (Magic Tree House #24),6/15/2010,96,3.94,6816,227,eng,1658
5283,Acts of Faith,5/9/2006,688,3.94,1617,231,eng,2139
5284,Lords of the Sky,10/6/1995,688,3.94,288,17,eng,1891
5285,Heart Songs and Other Stories,3/17/1995,203,3.94,1871,127,eng,1800
5286,Spring Torrents,1/31/1980,240,3.94,2825,121,eng,1492
5287,The End of the Affair,10/7/2004,160,3.94,38283,3002,eng,2139
5288,The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,12/1/2006,624,3.94,410,37,eng,1059
5290,The Republic,11/15/1993,240,3.94,7,1,eng,1431
5291,Science Fiction Treasury: Six Complete Novels (complete & unabridged),9/19/1984,688,3.94,17,1,eng,1658
5292,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,3/15/2007,336,3.94,672,82,eng,239
5293,Michael Moorcock's Multiverse,11/1/1999,288,3.94,170,10,eng,2123
5294,The Republic,2/25/2003,416,3.94,136467,2013,eng,1492
5295,The Republic of Plato,10/3/1991,487,3.94,1699,125,eng,224
5296,Republic,9/15/2004,358,3.94,500,41,eng,842
5297,John's Story: The Last Eyewitness (The Jesus Chronicles #1),12/1/2006,310,3.94,1144,108,eng,1645
5298,4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),5/4/1999,3,3.94,34,3,eng,1658
5299,Far from the Madding Crowd,10/1/2002,400,3.94,340,33,eng,1834
5300,Far From the Madding Crowd,2/27/2003,433,3.94,104912,3811,eng,1492
5301,Far From the Madding Crowd,11/14/2002,496,3.94,112,17,eng,1453
5302,Phantoms,2/5/2002,448,3.94,61123,1047,eng,252
5303,Trojan Odyssey (Dirk Pitt #17),12/1/2004,463,3.94,15118,318,eng,765
5304,Far from the Madding Crowd,12/11/2001,465,3.94,324,40,eng,1301
5305,A Midsummer Night's Dream,4/28/2003,168,3.94,144,10,eng,353
5306,Hamlet in Purgatory,9/15/2002,344,3.94,219,24,eng,1628
5307,Bloodsucking Fiends (A Love Story #1),6/1/2004,300,3.94,52843,1868,eng,437
5308,Granta 7,4/1/2013,320,3.94,2,1,eng,807
5309,Balkan Ghosts: A Journey Through History,5/1/2005,352,3.94,3080,287,eng,1556
5310,Welcome to Temptation (Dempseys #1),7/11/2004,416,3.94,28903,918,eng,1899
5311,Moving Pictures (Discworld #10,4/1/2005,8817,3.94,396,52713,eng,457
5312,Darwin's Watch (The Science of Discworld #3),8/3/2006,344,3.94,3601,95,eng,620
5313,With Friends Like These...,11/12/1977,236,3.94,2277,28,eng,528
5315,Star Wars: Rebellion Vol. 1: My Brother My Enemy,2/27/2007,128,3.94,518,23,eng,501
5316,Ice Blue (Ice #3),3/27/2007,378,3.94,3215,197,eng,1289
5317,Hidden Talents (Talents #1),2/6/2007,240,3.94,2378,271,eng,1914
5318,Hit Men: Power Brokers and Fast Money Inside the Music Business,7/2/1991,432,3.94,689,44,eng,2139
5319,On the Beach,10/31/2002,296,3.94,28414,1744,eng,1006
5320,The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2),5/1/1992,345,3.94,805,31,eng,193
5321,Mozart's Don Giovanni (the Dover Opera Libretto Series),10/1/1985,128,3.94,51,2,eng,596
5322,The Deed (Deed #1),12/1/2004,313,3.94,3048,168,eng,1141
5323,Twisted (Fearless #4),6/22/2002,240,3.94,1582,24,eng,1850
5324,A Long Way from Chicago (A Long Way from Chicago #1),4/12/2004,160,3.94,30141,2106,eng,1637
5325,Best Science Fiction Stories of Clifford D. Simak,6/1/1972,253,3.94,64,5,eng,1470
5326,The Good House,12/1/2006,597,3.94,2679,365,eng,1850
5327,I Like Winter (Seasons #3),10/24/2000,56,3.94,65,9,eng,1658
5328,The Van (The Barrytown Trilogy #3),3/1/1997,320,3.94,5718,164,eng,1492
5329,The Van,8/4/1991,312,3.94,30,4,eng,1806
5330,McSweeney's #11,7/1/2003,293,3.94,171,6,eng,1259
5331,Crazy Hot (The Au Pairs #4),5/8/2007,271,3.94,2501,64,eng,1850
5332,The Death Collectors (Carson Ryder #2),5/2/2006,400,3.94,1088,78,eng,1834
5333,Drop Shot (Myron Bolitar #2),2/5/1996,341,3.94,20461,981,eng,538
5334,The Silver Pigs (Marcus Didius Falco #1),2/13/1991,241,3.94,144,26,eng,700
5335,The Silver Pigs (Marcus Didius Falco #1),10/3/2006,329,3.94,8882,561,eng,1287
5336,The Silver Pigs,2/7/2005,2,3.94,5,0,eng,230
5337,The Best American Travel Writing 2006,10/11/2006,352,3.94,492,47,eng,1232
5338,Code: And Other Laws of Cyberspace,7/13/2000,320,3.94,212,12,eng,224
5339,A Theory of Fun for Game Design,11/6/2004,256,3.94,2113,181,eng,1471
5340,La verdad acerca de las Industrias FarmacÃ©uticas: cÃ³mo nos engaÃ±a y quÃ© hacer al respecto,12/1/2006,324,3.95,3,0,spa,1385
5341,Como agua para chocolate,6/1/1994,248,3.95,11,2,spa,2047
5342,Rachel se va de viaje (La familia Walsh #2),3/30/2003,595,3.95,204,21,spa,525
5343,Rachel se va de viaje (La familia Walsh #2),1/31/2003,594,3.95,7,0,spa,525
5344,Encuentro en el Ãrtico (Artemis Fowl #2),3/8/2006,344,3.95,3,0,spa,524
5345,Encuentro en el Ãrtico (Artemis Fowl #2),7/5/2005,320,3.95,15,3,spa,1311
5346,Agricola / Germania / Dialogue on Oratory,1/1/1914,384,3.95,87,7,mul,934
5347,å«ã‚“ã§ã‚„ã‚‹ãœ! (2) (ASUKA COMICS CL-DX),3/1/1997,178,3.95,2,0,jpn,2288
5348,Die Entdeckung der Langsamkeit,3/28/1999,358,3.95,1806,27,ger,1566
5349,Les vacances de Rachel (Walsh Family #2),5/2/2002,563,3.95,7,1,fre,1585
5350,Uncommon Carriers,5/16/2006,248,3.95,1630,203,eng,697
5351,Read My Lips: Sexual Subversion and the End of Gender,6/1/2005,288,3.95,253,17,eng,717
5352,Lysistrata and Other Plays,1/30/2003,241,3.95,3833,120,eng,1492
5353,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),6/1/2006,94,3.95,545,52,eng,1324
5354,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),6/30/1997,272,3.95,18,2,eng,1949
5355,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,12/26/1996,253,3.95,572,70,eng,879
5356,Planet of the Apes,6/6/2000,192,3.95,88,14,eng,2239
5357,Stormy Weather,3/1/2001,388,3.95,12609,696,eng,10
5358,Manna from Heaven,5/29/2006,255,3.95,337,10,eng,2220
5359,Aerie (Dragon Jousters #4),10/3/2006,291,3.95,4922,95,eng,511
5360,Bono: In Conversation with Michka Assayas,4/21/2005,336,3.95,1490,137,eng,1722
5361,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,11/18/2002,232,3.95,201,21,eng,239
5362,The Warrior Prophet (The Prince of Nothing #2),10/25/2005,624,3.95,10570,221,eng,1447
5363,Bargaining for Advantage: Negotiation Strategies for Reasonable People,5/2/2006,320,3.95,4560,85,eng,1492
5364,Spirits White as Lightning (Bedlam's Bard #5),5/1/2003,512,3.95,2026,14,eng,185
5365,Moon of the Spider (Diablo #4),1/1/2006,336,3.95,749,16,eng,1585
5366,The Chronicles of Riddick,12/18/2007,342,3.95,1389,47,eng,528
5367,Awakening (Chasing Yesterday #1),5/1/2007,207,3.95,2569,297,eng,1786
5368,The Canterbury Tales: Fifteen Tales and the General Prologue,8/1/2005,600,3.95,1149,41,enm,1394
5369,Gorgias,1/29/2004,208,3.95,8186,198,eng,1492
5370,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,8/9/2005,319,3.95,666,72,eng,1658
5371,Amber Brown Is Green With Envy,8/1/2004,160,3.95,834,42,eng,1786
5372,The Untouchable,6/30/1998,367,3.95,2163,216,eng,2139
5373,Golding's Lord of the Flies (Cliffs Notes),6/13/2000,112,3.95,73,8,eng,428
5374,Sailing for Dummies,6/1/2006,416,3.95,150,7,eng,742
5375,Emotional Design: Why We Love (or Hate) Everyday Things,5/11/2005,272,3.95,3702,149,eng,224
5376,Eating for Life: Your Guide to Great Health Fat Loss and Increased Energy!,11/26/2003,405,3.95,814,51,eng,973
5377,Everyday Italian: 125 Simple and Delicious Recipes,2/22/2005,256,3.95,40125,217,eng,423
5378,Them: Adventures with Extremists,1/7/2003,336,3.95,11990,831,eng,1864
5379,Brainstorms: Philosophical Essays on Mind and Psychology,7/13/1981,424,3.95,573,11,eng,1296
5380,The House of Mirth,8/6/2002,272,3.95,749,62,eng,596
5381,The Senator and the Socialite: The True Story of America's First Black Dynasty,6/27/2006,480,3.95,138,29,eng,879
5382,Morgan's Run,1/1/2002,848,3.95,3478,191,eng,1585
5383,If I Die in a Combat Zone Box Me Up and Ship Me Home,9/1/1999,225,3.95,7763,362,eng,336
5384,The River,4/16/2004,128,3.95,377,54,eng,1458
5385,Enchantress from the Stars,2/24/2003,304,3.95,2045,230,eng,715
5386,The Hungry Tide,6/7/2006,333,3.95,11838,815,eng,1232
5387,A Lesson Before Dying,9/28/1997,256,3.95,47143,2998,eng,2139
5388,Brave New World Revisited,9/5/2006,123,3.95,12989,740,eng,879
5389,If I Die in a Combat Zone,4/7/2003,208,3.95,11,0,eng,728
5390,If I Die In A Combat Zone,4/24/1995,208,3.95,53,4,eng,728
5391,Music & Silence,5/1/2001,485,3.95,2923,214,eng,2198
5392,Like Water for Chocolate,9/16/1993,222,3.95,283199,4997,eng,280
